"iso3c","year","LeftWing"
"YMD",2013,NA
"YMD",2014,NA
"YMD",2015,NA
"YMD",2016,NA
"YMD",2017,NA
"YSR",1980,1
"YSR",1981,1
"YSR",1982,1
"YSR",1983,1
"YSR",1984,1
"YSR",1985,1
"YSR",1986,1
"YSR",1987,1
"YSR",1988,1
"YSR",1989,1
"YSR",1990,1
"YSR",1991,1
"YSR",1992,NA
"YSR",1993,1
"YSR",1994,1
"YSR",1995,1
"YSR",1996,1
"YSR",1997,1
"YSR",1998,1
"YSR",1999,1
"YSR",2000,1
"YSR",2001,1
"YSR",2002,NA
"YSR",2003,NA
"YSR",2004,NA
"YSR",2005,NA
"YSR",2006,NA
"YSR",2007,NA
"YSR",2008,NA
"YSR",2009,NA
"YSR",2010,NA
"YSR",2011,NA
"YSR",2012,NA
"YSR",2013,NA
"YSR",2014,NA
"YSR",2015,NA
"YSR",2016,NA
"YSR",2017,NA
"ZAF",1980,NA
"ZAF",1981,NA
"ZAF",1982,NA
"ZAF",1983,NA
"ZAF",1984,NA
"ZAF",1985,NA
"ZAF",1986,NA
"ZAF",1987,NA
"ZAF",1988,NA
"ZAF",1989,NA
"ZAF",1990,NA
"ZAF",1991,NA
"ZAF",1992,NA
"ZAF",1993,NA
"ZAF",1994,NA
"ZAF",1995,1
"ZAF",1996,1
"ZAF",1997,1
"ZAF",1998,1
"ZAF",1999,1
"ZAF",2000,1
"ZAF",2001,1
"ZAF",2002,1
"ZAF",2003,1
"ZAF",2004,1
"ZAF",2005,1
"ZAF",2006,1
"ZAF",2007,1
"ZAF",2008,1
"ZAF",2009,1
"ZAF",2010,1
"ZAF",2011,1
"ZAF",2012,1
"ZAF",2013,1
"ZAF",2014,1
"ZAF",2015,1
"ZAF",2016,1
"ZAF",2017,1
"ZAR",1980,NA
"ZAR",1981,NA
"ZAR",1982,NA
"ZAR",1983,NA
"ZAR",1984,NA
"ZAR",1985,NA
"ZAR",1986,NA
"ZAR",1987,NA
"ZAR",1988,NA
"ZAR",1989,NA
"ZAR",1990,NA
"ZAR",1991,NA
"ZAR",1992,NA
"ZAR",1993,NA
"ZAR",1994,NA
"ZAR",1995,NA
"ZAR",1996,NA
"ZAR",1997,NA
"ZAR",1998,NA
"ZAR",1999,NA
"ZAR",2000,NA
"ZAR",2001,NA
"ZAR",2002,NA
"ZAR",2003,NA
"ZAR",2004,NA
"ZAR",2005,NA
"ZAR",2006,NA
"ZAR",2007,NA
"ZAR",2008,NA
"ZAR",2009,NA
"ZAR",2010,NA
"ZAR",2011,NA
"ZAR",2012,NA
"ZAR",2013,NA
"ZAR",2014,NA
"ZAR",2015,NA
"ZAR",2016,NA
"ZAR",2017,NA
"ZMB",1980,1
"ZMB",1981,1
"ZMB",1982,1
"ZMB",1983,1
"ZMB",1984,1
"ZMB",1985,1
"ZMB",1986,1
"ZMB",1987,1
"ZMB",1988,1
"ZMB",1989,1
"ZMB",1990,1
"ZMB",1991,1
"ZMB",1992,1
"ZMB",1993,1
"ZMB",1994,1
"ZMB",1995,1
"ZMB",1996,1
"ZMB",1997,1
"ZMB",1998,1
"ZMB",1999,1
"ZMB",2000,1
"ZMB",2001,1
"ZMB",2002,1
"ZMB",2003,1
"ZMB",2004,1
"ZMB",2005,1
"ZMB",2006,1
"ZMB",2007,1
"ZMB",2008,1
"ZMB",2009,1
"ZMB",2010,1
"ZMB",2011,1
"ZMB",2012,NA
"ZMB",2013,NA
"ZMB",2014,NA
"ZMB",2015,NA
"ZMB",2016,NA
"ZMB",2017,NA
"ZWE",1980,NA
"ZWE",1981,NA
"ZWE",1982,NA
"ZWE",1983,NA
"ZWE",1984,NA
"ZWE",1985,NA
"ZWE",1986,NA
"ZWE",1987,NA
"ZWE",1988,NA
"ZWE",1989,NA
"ZWE",1990,NA
"ZWE",1991,NA
"ZWE",1992,NA
"ZWE",1993,NA
"ZWE",1994,NA
"ZWE",1995,NA
"ZWE",1996,NA
"ZWE",1997,NA
"ZWE",1998,NA
"ZWE",1999,NA
"ZWE",2000,NA
"ZWE",2001,NA
"ZWE",2002,NA
"ZWE",2003,NA
"ZWE",2004,NA
"ZWE",2005,NA
"ZWE",2006,NA
"ZWE",2007,NA
"ZWE",2008,NA
"ZWE",2009,NA
"ZWE",2010,NA
"ZWE",2011,NA
"ZWE",2012,NA
"ZWE",2013,NA
"ZWE",2014,NA
"ZWE",2015,NA
"ZWE",2016,NA
"ZWE",2017,NA
